ID1,Affinal_ID,Affinal_r
6002542,6002197,"[0.125,0.25)"
6002542,6002198,"[0.125,0.25)"
6002542,6002199,"[0.125,0.25)"
6002542,6002200,"[0.125,0.25)"
6002542,6002853,"[0.125,0.25)"
6002542,6002854,"[0.125,0.25)"
6002546,6002333,"[0.125,0.25)"
6002546,6002334,"[0.125,0.25)"
6002546,6002335,"[0.125,0.25)"
6002546,6002338,"[0.125,0.25)"
6002546,6002510,"[0.125,0.25)"
6002547,6002318,"[0.125,0.25)"
6002547,6002319,"[0.125,0.25)"
6002547,6002332,"[0.125,0.25)"
6002547,6002336,"[0.125,0.25)"
6002547,6002366,"[0.125,0.25)"
6002547,6002367,"[0.125,0.25)"
6002547,6002368,"[0.125,0.25)"
6002547,6002946,"[0.125,0.25)"
6002547,6002947,"[0.125,0.25)"
6002550,6002001,"[0.125,0.25)"
6002550,6002389,"[0.125,0.25)"
6002550,6002475,"[0.125,0.25)"
6002555,6002526,"[0.125,0.25)"
6002001,6002267,"[0.25,0.5)  "
6002001,6002992,"[0.25,0.5)  "
6002003,6002473,"[0.25,0.5)  "
6002003,6002474,"[0.25,0.5)  "
6002003,6002476,"[0.25,0.5)  "
6002004,6002473,"[0.25,0.5)  "
6002004,6002474,"[0.25,0.5)  "
6002004,6002476,"[0.25,0.5)  "
6002005,6002218,"[0.25,0.5)  "
6002005,6002706,"[0.25,0.5)  "
6002005,6002220,"[0.25,0.5)  "
6002005,6002438,"[0.25,0.5)  "
6002006,6002358,"[0.25,0.5)  "
6002006,6002100,"[0.25,0.5)  "
6002008,6002218,"[0.25,0.5)  "
6002008,6002706,"[0.25,0.5)  "
6002008,6002220,"[0.25,0.5)  "
6002008,6002438,"[0.25,0.5)  "
6002010,6002006,"[0.25,0.5)  "
6002010,6002007,"[0.25,0.5)  "
6002011,6002006,"[0.25,0.5)  "
6002011,6002007,"[0.25,0.5)  "
6002012,6002006,"[0.25,0.5)  "
6002012,6002007,"[0.25,0.5)  "
6002015,6002033,"[0.25,0.5)  "
6002015,6002076,"[0.25,0.5)  "
6002015,6002034,"[0.25,0.5)  "
6002015,6002077,"[0.25,0.5)  "
6002016,6002033,"[0.25,0.5)  "
6002016,6002076,"[0.25,0.5)  "
6002016,6002034,"[0.25,0.5)  "
6002016,6002077,"[0.25,0.5)  "
6002017,6002055,"[0.25,0.5)  "
6002017,6002373,"[0.25,0.5)  "
6002017,6002157,"[0.25,0.5)  "
6002017,6002484,"[0.25,0.5)  "
6002017,6002493,"[0.25,0.5)  "
6002018,6002279,"[0.25,0.5)  "
6002019,6002154,"[0.25,0.5)  "
6002019,6002426,"[0.25,0.5)  "
6002019,6002481,"[0.25,0.5)  "
6002019,6002155,"[0.25,0.5)  "
6002019,6002918,"[0.25,0.5)  "
6002019,6002491,"[0.25,0.5)  "
6002020,6002154,"[0.25,0.5)  "
6002020,6002426,"[0.25,0.5)  "
6002020,6002481,"[0.25,0.5)  "
6002020,6002155,"[0.25,0.5)  "
6002020,6002918,"[0.25,0.5)  "
6002020,6002491,"[0.25,0.5)  "
6002021,6002154,"[0.25,0.5)  "
6002021,6002426,"[0.25,0.5)  "
6002021,6002481,"[0.25,0.5)  "
6002021,6002155,"[0.25,0.5)  "
6002021,6002918,"[0.25,0.5)  "
6002021,6002491,"[0.25,0.5)  "
6002022,6002062,"[0.25,0.5)  "
6002022,6002064,"[0.25,0.5)  "
6002024,6002059,"[0.25,0.5)  "
6002024,6002258,"[0.25,0.5)  "
6002025,6002059,"[0.25,0.5)  "
6002025,6002258,"[0.25,0.5)  "
6002027,6002118,"[0.25,0.5)  "
6002027,6002185,"[0.25,0.5)  "
6002028,6002792,"[0.25,0.5)  "
6002029,6002207,"[0.25,0.5)  "
6002031,6002145,"[0.25,0.5)  "
6002031,6002224,"[0.25,0.5)  "
6002031,6002723,"[0.25,0.5)  "
6002031,6002147,"[0.25,0.5)  "
6002031,6002202,"[0.25,0.5)  "
6002031,6002410,"[0.25,0.5)  "
6002035,6002013,"[0.25,0.5)  "
6002035,6002033,"[0.25,0.5)  "
6002035,6002076,"[0.25,0.5)  "
6002035,6002077,"[0.25,0.5)  "
6002036,6002013,"[0.25,0.5)  "
6002036,6002033,"[0.25,0.5)  "
6002036,6002076,"[0.25,0.5)  "
6002036,6002077,"[0.25,0.5)  "
6002037,6002013,"[0.25,0.5)  "
6002037,6002033,"[0.25,0.5)  "
6002037,6002076,"[0.25,0.5)  "
6002037,6002077,"[0.25,0.5)  "
6002038,6002104,"[0.25,0.5)  "
6002038,6002114,"[0.25,0.5)  "
6002040,6002733,"[0.25,0.5)  "
6002041,6002733,"[0.25,0.5)  "
6002042,6002106,"[0.25,0.5)  "
6002043,6002104,"[0.25,0.5)  "
6002043,6002114,"[0.25,0.5)  "
6002045,6002042,"[0.25,0.5)  "
6002045,6002733,"[0.25,0.5)  "
6002046,6002042,"[0.25,0.5)  "
6002046,6002733,"[0.25,0.5)  "
6002048,6002162,"[0.25,0.5)  "
6002048,6002163,"[0.25,0.5)  "
6002048,6002738,"[0.25,0.5)  "
6002051,6002081,"[0.25,0.5)  "
6002051,6002246,"[0.25,0.5)  "
6002054,6002140,"[0.25,0.5)  "
6002054,6002273,"[0.25,0.5)  "
6002054,6002812,"[0.25,0.5)  "
6002054,6002743,"[0.25,0.5)  "
6002056,6002154,"[0.25,0.5)  "
6002056,6002426,"[0.25,0.5)  "
6002056,6002018,"[0.25,0.5)  "
6002056,6002155,"[0.25,0.5)  "
6002056,6002491,"[0.25,0.5)  "
6002057,6002373,"[0.25,0.5)  "
6002057,6002481,"[0.25,0.5)  "
6002057,6002482,"[0.25,0.5)  "
6002057,6002484,"[0.25,0.5)  "
6002058,6002373,"[0.25,0.5)  "
6002058,6002481,"[0.25,0.5)  "
6002058,6002482,"[0.25,0.5)  "
6002058,6002484,"[0.25,0.5)  "
6002059,6002817,"[0.25,0.5)  "
6002061,6002121,"[0.25,0.5)  "
6002061,6002187,"[0.25,0.5)  "
6002061,6002188,"[0.25,0.5)  "
6002061,6002023,"[0.25,0.5)  "
6002061,6002748,"[0.25,0.5)  "
6002061,6002258,"[0.25,0.5)  "
6002063,6002121,"[0.25,0.5)  "
6002063,6002187,"[0.25,0.5)  "
6002063,6002188,"[0.25,0.5)  "
6002063,6002023,"[0.25,0.5)  "
6002063,6002748,"[0.25,0.5)  "
6002063,6002258,"[0.25,0.5)  "
6002065,6002059,"[0.25,0.5)  "
6002065,6002060,"[0.25,0.5)  "
6002065,6002064,"[0.25,0.5)  "
6002066,6002059,"[0.25,0.5)  "
6002066,6002060,"[0.25,0.5)  "
6002066,6002064,"[0.25,0.5)  "
6002067,6002059,"[0.25,0.5)  "
6002067,6002060,"[0.25,0.5)  "
6002067,6002062,"[0.25,0.5)  "
6002069,6002760,"[0.25,0.5)  "
6002069,6002073,"[0.25,0.5)  "
6002070,6002777,"[0.25,0.5)  "
6002071,6002069,"[0.25,0.5)  "
6002071,6002757,"[0.25,0.5)  "
6002072,6002069,"[0.25,0.5)  "
6002072,6002757,"[0.25,0.5)  "
6002074,6002068,"[0.25,0.5)  "
6002074,6002070,"[0.25,0.5)  "
6002074,6002073,"[0.25,0.5)  "
6002075,6002068,"[0.25,0.5)  "
6002075,6002070,"[0.25,0.5)  "
6002075,6002760,"[0.25,0.5)  "
6002079,6002013,"[0.25,0.5)  "
6002079,6002033,"[0.25,0.5)  "
6002079,6002034,"[0.25,0.5)  "
6002079,6002077,"[0.25,0.5)  "
6002080,6002013,"[0.25,0.5)  "
6002080,6002033,"[0.25,0.5)  "
6002080,6002034,"[0.25,0.5)  "
6002080,6002077,"[0.25,0.5)  "
6002083,6002246,"[0.25,0.5)  "
6002089,6002084,"[0.25,0.5)  "
6002089,6002085,"[0.25,0.5)  "
6002090,6002084,"[0.25,0.5)  "
6002090,6002085,"[0.25,0.5)  "
6002091,6002084,"[0.25,0.5)  "
6002091,6002085,"[0.25,0.5)  "
6002094,6002411,"[0.25,0.5)  "
6002094,6002775,"[0.25,0.5)  "
6002094,6002413,"[0.25,0.5)  "
6002094,6002417,"[0.25,0.5)  "
6002095,6002411,"[0.25,0.5)  "
6002095,6002775,"[0.25,0.5)  "
6002095,6002413,"[0.25,0.5)  "
6002095,6002417,"[0.25,0.5)  "
6002096,6002068,"[0.25,0.5)  "
6002097,6002757,"[0.25,0.5)  "
6002098,6002757,"[0.25,0.5)  "
6002099,6002358,"[0.25,0.5)  "
6002099,6002007,"[0.25,0.5)  "
6002099,6002220,"[0.25,0.5)  "
6002099,6002438,"[0.25,0.5)  "
6002101,6002706,"[0.25,0.5)  "
6002102,6002706,"[0.25,0.5)  "
6002105,6002733,"[0.25,0.5)  "
6002105,6002114,"[0.25,0.5)  "
6002107,6002733,"[0.25,0.5)  "
6002107,6002114,"[0.25,0.5)  "
6002108,6002502,"[0.25,0.5)  "
6002108,6002840,"[0.25,0.5)  "
6002108,6002274,"[0.25,0.5)  "
6002108,6002966,"[0.25,0.5)  "
6002109,6002839,"[0.25,0.5)  "
6002109,6002284,"[0.25,0.5)  "
6002111,6002108,"[0.25,0.5)  "
6002111,6002437,"[0.25,0.5)  "
6002111,6002787,"[0.25,0.5)  "
6002112,6002108,"[0.25,0.5)  "
6002112,6002437,"[0.25,0.5)  "
6002112,6002787,"[0.25,0.5)  "
6002113,6002106,"[0.25,0.5)  "
6002115,6002733,"[0.25,0.5)  "
6002115,6002104,"[0.25,0.5)  "
6002117,6002026,"[0.25,0.5)  "
6002119,6002116,"[0.25,0.5)  "
6002119,6002792,"[0.25,0.5)  "
6002119,6002122,"[0.25,0.5)  "
6002119,6002185,"[0.25,0.5)  "
6002120,6002116,"[0.25,0.5)  "
6002120,6002792,"[0.25,0.5)  "
6002120,6002122,"[0.25,0.5)  "
6002120,6002185,"[0.25,0.5)  "
6002122,6002062,"[0.25,0.5)  "
6002122,6002064,"[0.25,0.5)  "
6002122,6002817,"[0.25,0.5)  "
6002123,6002117,"[0.25,0.5)  "
6002123,6002187,"[0.25,0.5)  "
6002123,6002188,"[0.25,0.5)  "
6002123,6002060,"[0.25,0.5)  "
6002123,6002748,"[0.25,0.5)  "
6002128,6002124,"[0.25,0.5)  "
6002128,6002364,"[0.25,0.5)  "
6002128,6002797,"[0.25,0.5)  "
6002129,6002124,"[0.25,0.5)  "
6002129,6002364,"[0.25,0.5)  "
6002129,6002797,"[0.25,0.5)  "
6002131,6002406,"[0.25,0.5)  "
6002132,6002324,"[0.25,0.5)  "
6002132,6003001,"[0.25,0.5)  "
6002133,6002324,"[0.25,0.5)  "
6002133,6003001,"[0.25,0.5)  "
6002138,6002134,"[0.25,0.5)  "
6002138,6002135,"[0.25,0.5)  "
6002138,6002288,"[0.25,0.5)  "
6002142,6002140,"[0.25,0.5)  "
6002142,6002273,"[0.25,0.5)  "
6002142,6002053,"[0.25,0.5)  "
6002142,6002743,"[0.25,0.5)  "
6002145,6002205,"[0.25,0.5)  "
6002145,6002377,"[0.25,0.5)  "
6002145,6002462,"[0.25,0.5)  "
6002146,6002207,"[0.25,0.5)  "
6002148,6002145,"[0.25,0.5)  "
6002148,6002030,"[0.25,0.5)  "
6002148,6002723,"[0.25,0.5)  "
6002148,6002202,"[0.25,0.5)  "
6002148,6002410,"[0.25,0.5)  "
6002149,6002145,"[0.25,0.5)  "
6002149,6002030,"[0.25,0.5)  "
6002149,6002723,"[0.25,0.5)  "
6002149,6002202,"[0.25,0.5)  "
6002149,6002410,"[0.25,0.5)  "
6002150,6002748,"[0.25,0.5)  "
6002150,6002493,"[0.25,0.5)  "
6002152,6002219,"[0.25,0.5)  "
6002152,6002489,"[0.25,0.5)  "
6002152,6002490,"[0.25,0.5)  "
6002152,6002817,"[0.25,0.5)  "
6002153,6002055,"[0.25,0.5)  "
6002153,6002373,"[0.25,0.5)  "
6002153,6002484,"[0.25,0.5)  "
6002153,6002493,"[0.25,0.5)  "
6002156,6002154,"[0.25,0.5)  "
6002156,6002426,"[0.25,0.5)  "
6002156,6002481,"[0.25,0.5)  "
6002156,6002018,"[0.25,0.5)  "
6002156,6002491,"[0.25,0.5)  "
6002157,6002555,"[0.25,0.5)  "
6002158,6002154,"[0.25,0.5)  "
6002158,6002426,"[0.25,0.5)  "
6002158,6002481,"[0.25,0.5)  "
6002158,6002018,"[0.25,0.5)  "
6002158,6002491,"[0.25,0.5)  "
6002159,6002153,"[0.25,0.5)  "
6002159,6002155,"[0.25,0.5)  "
6002160,6002153,"[0.25,0.5)  "
6002160,6002155,"[0.25,0.5)  "
6002165,6002163,"[0.25,0.5)  "
6002165,6002739,"[0.25,0.5)  "
6002165,6002738,"[0.25,0.5)  "
6002168,6002347,"[0.25,0.5)  "
6002168,6002309,"[0.25,0.5)  "
6002168,6002348,"[0.25,0.5)  "
6002168,6002830,"[0.25,0.5)  "
6002168,6002352,"[0.25,0.5)  "
6002169,6002347,"[0.25,0.5)  "
6002169,6002309,"[0.25,0.5)  "
6002169,6002348,"[0.25,0.5)  "
6002169,6002830,"[0.25,0.5)  "
6002169,6002352,"[0.25,0.5)  "
6002171,6002336,"[0.25,0.5)  "
6002171,6002531,"[0.25,0.5)  "
6002173,6002320,"[0.25,0.5)  "
6002173,6002831,"[0.25,0.5)  "
6002173,6002322,"[0.25,0.5)  "
6002174,6002320,"[0.25,0.5)  "
6002174,6002831,"[0.25,0.5)  "
6002174,6002322,"[0.25,0.5)  "
6002176,6002243,"[0.25,0.5)  "
6002176,6002393,"[0.25,0.5)  "
6002177,6002929,"[0.25,0.5)  "
6002180,6002787,"[0.25,0.5)  "
6002180,6002284,"[0.25,0.5)  "
6002180,6002343,"[0.25,0.5)  "
6002180,6002370,"[0.25,0.5)  "
6002181,6002272,"[0.25,0.5)  "
6002181,6002502,"[0.25,0.5)  "
6002181,6002839,"[0.25,0.5)  "
6002181,6002274,"[0.25,0.5)  "
6002181,6002966,"[0.25,0.5)  "
6002182,6002272,"[0.25,0.5)  "
6002182,6002502,"[0.25,0.5)  "
6002182,6002839,"[0.25,0.5)  "
6002182,6002274,"[0.25,0.5)  "
6002182,6002966,"[0.25,0.5)  "
6002183,6002180,"[0.25,0.5)  "
6002183,6002840,"[0.25,0.5)  "
6002184,6002026,"[0.25,0.5)  "
6002186,6002116,"[0.25,0.5)  "
6002186,6002792,"[0.25,0.5)  "
6002186,6002118,"[0.25,0.5)  "
6002188,6002219,"[0.25,0.5)  "
6002188,6002489,"[0.25,0.5)  "
6002188,6002062,"[0.25,0.5)  "
6002188,6002064,"[0.25,0.5)  "
6002188,6002151,"[0.25,0.5)  "
6002189,6002062,"[0.25,0.5)  "
6002189,6002064,"[0.25,0.5)  "
6002189,6002817,"[0.25,0.5)  "
6002190,6002121,"[0.25,0.5)  "
6002190,6002188,"[0.25,0.5)  "
6002190,6002060,"[0.25,0.5)  "
6002190,6002748,"[0.25,0.5)  "
6002193,6002543,"[0.25,0.5)  "
6002194,6002543,"[0.25,0.5)  "
6002196,6002543,"[0.25,0.5)  "
6002197,6002194,"[0.25,0.5)  "
6002197,6002852,"[0.25,0.5)  "
6002197,6002541,"[0.25,0.5)  "
6002198,6002194,"[0.25,0.5)  "
6002198,6002852,"[0.25,0.5)  "
6002198,6002541,"[0.25,0.5)  "
6002199,6002194,"[0.25,0.5)  "
6002199,6002852,"[0.25,0.5)  "
6002199,6002541,"[0.25,0.5)  "
6002200,6002194,"[0.25,0.5)  "
6002200,6002852,"[0.25,0.5)  "
6002200,6002541,"[0.25,0.5)  "
6002201,6002207,"[0.25,0.5)  "
6002203,6002145,"[0.25,0.5)  "
6002203,6002030,"[0.25,0.5)  "
6002203,6002723,"[0.25,0.5)  "
6002203,6002147,"[0.25,0.5)  "
6002203,6002410,"[0.25,0.5)  "
6002204,6002145,"[0.25,0.5)  "
6002204,6002030,"[0.25,0.5)  "
6002204,6002723,"[0.25,0.5)  "
6002204,6002147,"[0.25,0.5)  "
6002204,6002410,"[0.25,0.5)  "
6002206,6002030,"[0.25,0.5)  "
6002206,6002147,"[0.25,0.5)  "
6002206,6002202,"[0.25,0.5)  "
6002206,6002210,"[0.25,0.5)  "
6002206,6002410,"[0.25,0.5)  "
6002206,6003047,"[0.25,0.5)  "
6002207,6002210,"[0.25,0.5)  "
6002207,6003047,"[0.25,0.5)  "
6002208,6002723,"[0.25,0.5)  "
6002208,6003047,"[0.25,0.5)  "
6002209,6002206,"[0.25,0.5)  "
6002209,6002377,"[0.25,0.5)  "
6002209,6002462,"[0.25,0.5)  "
6002209,6002207,"[0.25,0.5)  "
6002210,6002232,"[0.25,0.5)  "
6002211,6002205,"[0.25,0.5)  "
6002211,6002409,"[0.25,0.5)  "
6002211,6002208,"[0.25,0.5)  "
6002211,6002231,"[0.25,0.5)  "
6002211,6002479,"[0.25,0.5)  "
6002212,6002205,"[0.25,0.5)  "
6002212,6002409,"[0.25,0.5)  "
6002212,6002208,"[0.25,0.5)  "
6002212,6002231,"[0.25,0.5)  "
6002212,6002479,"[0.25,0.5)  "
6002216,6002214,"[0.25,0.5)  "
6002216,6002867,"[0.25,0.5)  "
6002217,6002214,"[0.25,0.5)  "
6002217,6002867,"[0.25,0.5)  "
6002218,6002009,"[0.25,0.5)  "
6002218,6002361,"[0.25,0.5)  "
6002219,6002358,"[0.25,0.5)  "
6002219,6002009,"[0.25,0.5)  "
6002219,6002100,"[0.25,0.5)  "
6002220,6002748,"[0.25,0.5)  "
6002220,6002493,"[0.25,0.5)  "
6002221,6002218,"[0.25,0.5)  "
6002221,6002489,"[0.25,0.5)  "
6002221,6002490,"[0.25,0.5)  "
6002221,6002007,"[0.25,0.5)  "
6002221,6002151,"[0.25,0.5)  "
6002221,6002706,"[0.25,0.5)  "
6002221,6002438,"[0.25,0.5)  "
6002221,6002817,"[0.25,0.5)  "
6002222,6002218,"[0.25,0.5)  "
6002222,6002489,"[0.25,0.5)  "
6002222,6002490,"[0.25,0.5)  "
6002222,6002007,"[0.25,0.5)  "
6002222,6002151,"[0.25,0.5)  "
6002222,6002706,"[0.25,0.5)  "
6002222,6002438,"[0.25,0.5)  "
6002222,6002817,"[0.25,0.5)  "
6002230,6002209,"[0.25,0.5)  "
6002230,6002252,"[0.25,0.5)  "
6002230,6002409,"[0.25,0.5)  "
6002233,6002209,"[0.25,0.5)  "
6002233,6002409,"[0.25,0.5)  "
6002233,6002232,"[0.25,0.5)  "
6002234,6002229,"[0.25,0.5)  "
6002234,6002231,"[0.25,0.5)  "
6002234,6002479,"[0.25,0.5)  "
6002235,6002229,"[0.25,0.5)  "
6002235,6002231,"[0.25,0.5)  "
6002235,6002479,"[0.25,0.5)  "
6002236,6002397,"[0.25,0.5)  "
6002239,6002397,"[0.25,0.5)  "
6002240,6002397,"[0.25,0.5)  "
6002241,6002361,"[0.25,0.5)  "
6002242,6002357,"[0.25,0.5)  "
6002243,6002975,"[0.25,0.5)  "
6002243,6002359,"[0.25,0.5)  "
6002243,6003034,"[0.25,0.5)  "
6002244,6002393,"[0.25,0.5)  "
6002247,6002081,"[0.25,0.5)  "
6002248,6002081,"[0.25,0.5)  "
6002249,6002245,"[0.25,0.5)  "
6002249,6002246,"[0.25,0.5)  "
6002250,6002245,"[0.25,0.5)  "
6002250,6002246,"[0.25,0.5)  "
6002253,6002232,"[0.25,0.5)  "
6002254,6002229,"[0.25,0.5)  "
6002255,6002252,"[0.25,0.5)  "
6002255,6002253,"[0.25,0.5)  "
6002255,6002314,"[0.25,0.5)  "
6002256,6002252,"[0.25,0.5)  "
6002256,6002253,"[0.25,0.5)  "
6002256,6002314,"[0.25,0.5)  "
6002257,6002062,"[0.25,0.5)  "
6002257,6002064,"[0.25,0.5)  "
6002259,6002059,"[0.25,0.5)  "
6002259,6002023,"[0.25,0.5)  "
6002260,6002059,"[0.25,0.5)  "
6002260,6002023,"[0.25,0.5)  "
6002261,6002059,"[0.25,0.5)  "
6002261,6002023,"[0.25,0.5)  "
6002263,6002457,"[0.25,0.5)  "
6002264,6002457,"[0.25,0.5)  "
6002265,6002486,"[0.25,0.5)  "
6002265,6002487,"[0.25,0.5)  "
6002266,6002387,"[0.25,0.5)  "
6002266,6002002,"[0.25,0.5)  "
6002266,6002476,"[0.25,0.5)  "
6002268,6002992,"[0.25,0.5)  "
6002268,6002474,"[0.25,0.5)  "
6002270,6002266,"[0.25,0.5)  "
6002270,6002267,"[0.25,0.5)  "
6002270,6002551,"[0.25,0.5)  "
6002271,6002266,"[0.25,0.5)  "
6002271,6002267,"[0.25,0.5)  "
6002271,6002551,"[0.25,0.5)  "
6002272,6002437,"[0.25,0.5)  "
6002272,6002110,"[0.25,0.5)  "
6002272,6002841,"[0.25,0.5)  "
6002272,6002343,"[0.25,0.5)  "
6002272,6002370,"[0.25,0.5)  "
6002273,6002787,"[0.25,0.5)  "
6002273,6002841,"[0.25,0.5)  "
6002273,6002284,"[0.25,0.5)  "
6002273,6002343,"[0.25,0.5)  "
6002273,6002370,"[0.25,0.5)  "
6002275,6002140,"[0.25,0.5)  "
6002275,6002272,"[0.25,0.5)  "
6002275,6002502,"[0.25,0.5)  "
6002275,6002053,"[0.25,0.5)  "
6002275,6002812,"[0.25,0.5)  "
6002275,6002743,"[0.25,0.5)  "
6002275,6002840,"[0.25,0.5)  "
6002275,6002839,"[0.25,0.5)  "
6002276,6002140,"[0.25,0.5)  "
6002276,6002272,"[0.25,0.5)  "
6002276,6002502,"[0.25,0.5)  "
6002276,6002053,"[0.25,0.5)  "
6002276,6002812,"[0.25,0.5)  "
6002276,6002743,"[0.25,0.5)  "
6002276,6002840,"[0.25,0.5)  "
6002276,6002839,"[0.25,0.5)  "
6002277,6002017,"[0.25,0.5)  "
6002280,6002278,"[0.25,0.5)  "
6002280,6002918,"[0.25,0.5)  "
6002281,6002278,"[0.25,0.5)  "
6002281,6002918,"[0.25,0.5)  "
6002282,6002437,"[0.25,0.5)  "
6002282,6002502,"[0.25,0.5)  "
6002282,6002110,"[0.25,0.5)  "
6002282,6002840,"[0.25,0.5)  "
6002282,6002274,"[0.25,0.5)  "
6002282,6002966,"[0.25,0.5)  "
6002283,6002437,"[0.25,0.5)  "
6002283,6002502,"[0.25,0.5)  "
6002283,6002110,"[0.25,0.5)  "
6002283,6002840,"[0.25,0.5)  "
6002283,6002274,"[0.25,0.5)  "
6002283,6002966,"[0.25,0.5)  "
6002285,6002787,"[0.25,0.5)  "
6002285,6002839,"[0.25,0.5)  "
6002286,6002787,"[0.25,0.5)  "
6002286,6002839,"[0.25,0.5)  "
6002289,6002134,"[0.25,0.5)  "
6002289,6002135,"[0.25,0.5)  "
6002289,6002137,"[0.25,0.5)  "
6002294,6002243,"[0.25,0.5)  "
6002295,6002175,"[0.25,0.5)  "
6002296,6003047,"[0.25,0.5)  "
6002299,6002461,"[0.25,0.5)  "
6002299,6003041,"[0.25,0.5)  "
6002299,6002463,"[0.25,0.5)  "
6002300,6002461,"[0.25,0.5)  "
6002300,6003041,"[0.25,0.5)  "
6002300,6002463,"[0.25,0.5)  "
6002304,6003072,"[0.25,0.5)  "
6002306,6002301,"[0.25,0.5)  "
6002306,6002302,"[0.25,0.5)  "
6002307,6002301,"[0.25,0.5)  "
6002307,6002302,"[0.25,0.5)  "
6002310,6002166,"[0.25,0.5)  "
6002310,6002347,"[0.25,0.5)  "
6002310,6002369,"[0.25,0.5)  "
6002310,6002348,"[0.25,0.5)  "
6002310,6002830,"[0.25,0.5)  "
6002310,6002352,"[0.25,0.5)  "
6002311,6002166,"[0.25,0.5)  "
6002311,6002347,"[0.25,0.5)  "
6002311,6002369,"[0.25,0.5)  "
6002311,6002348,"[0.25,0.5)  "
6002311,6002830,"[0.25,0.5)  "
6002311,6002352,"[0.25,0.5)  "
6002313,6002229,"[0.25,0.5)  "
6002315,6002339,"[0.25,0.5)  "
6002315,6003072,"[0.25,0.5)  "
6002315,6002548,"[0.25,0.5)  "
6002316,6002331,"[0.25,0.5)  "
6002316,6002337,"[0.25,0.5)  "
6002316,6002548,"[0.25,0.5)  "
6002318,6002315,"[0.25,0.5)  "
6002318,6002948,"[0.25,0.5)  "
6002318,6002365,"[0.25,0.5)  "
6002318,6003101,"[0.25,0.5)  "
6002319,6002315,"[0.25,0.5)  "
6002319,6002948,"[0.25,0.5)  "
6002319,6002365,"[0.25,0.5)  "
6002319,6003101,"[0.25,0.5)  "
6002320,6002339,"[0.25,0.5)  "
6002321,6002336,"[0.25,0.5)  "
6002321,6002531,"[0.25,0.5)  "
6002323,6002320,"[0.25,0.5)  "
6002323,6002172,"[0.25,0.5)  "
6002323,6002831,"[0.25,0.5)  "
6002325,6002406,"[0.25,0.5)  "
6002326,6002130,"[0.25,0.5)  "
6002326,6003001,"[0.25,0.5)  "
6002327,6002130,"[0.25,0.5)  "
6002327,6003001,"[0.25,0.5)  "
6002332,6002317,"[0.25,0.5)  "
6002332,6002339,"[0.25,0.5)  "
6002332,6002365,"[0.25,0.5)  "
6002332,6003072,"[0.25,0.5)  "
6002332,6003101,"[0.25,0.5)  "
6002333,6002948,"[0.25,0.5)  "
6002333,6002337,"[0.25,0.5)  "
6002334,6002948,"[0.25,0.5)  "
6002334,6002337,"[0.25,0.5)  "
6002335,6002948,"[0.25,0.5)  "
6002335,6002337,"[0.25,0.5)  "
6002336,6002317,"[0.25,0.5)  "
6002336,6002365,"[0.25,0.5)  "
6002336,6003072,"[0.25,0.5)  "
6002336,6003101,"[0.25,0.5)  "
6002337,6002172,"[0.25,0.5)  "
6002337,6002322,"[0.25,0.5)  "
6002338,6002331,"[0.25,0.5)  "
6002338,6002948,"[0.25,0.5)  "
6002338,6002831,"[0.25,0.5)  "
6002338,6002531,"[0.25,0.5)  "
6002341,6002787,"[0.25,0.5)  "
6002341,6002841,"[0.25,0.5)  "
6002341,6002284,"[0.25,0.5)  "
6002342,6002272,"[0.25,0.5)  "
6002342,6002502,"[0.25,0.5)  "
6002342,6002840,"[0.25,0.5)  "
6002342,6002839,"[0.25,0.5)  "
6002342,6002274,"[0.25,0.5)  "
6002344,6002341,"[0.25,0.5)  "
6002344,6002966,"[0.25,0.5)  "
6002344,6002370,"[0.25,0.5)  "
6002345,6002341,"[0.25,0.5)  "
6002345,6002966,"[0.25,0.5)  "
6002345,6002370,"[0.25,0.5)  "
6002349,6002166,"[0.25,0.5)  "
6002349,6002347,"[0.25,0.5)  "
6002349,6002309,"[0.25,0.5)  "
6002349,6002830,"[0.25,0.5)  "
6002349,6002352,"[0.25,0.5)  "
6002350,6002166,"[0.25,0.5)  "
6002350,6002347,"[0.25,0.5)  "
6002350,6002309,"[0.25,0.5)  "
6002350,6002830,"[0.25,0.5)  "
6002350,6002352,"[0.25,0.5)  "
6002353,6002166,"[0.25,0.5)  "
6002353,6002347,"[0.25,0.5)  "
6002353,6002309,"[0.25,0.5)  "
6002353,6002348,"[0.25,0.5)  "
6002353,6002830,"[0.25,0.5)  "
6002354,6002166,"[0.25,0.5)  "
6002354,6002347,"[0.25,0.5)  "
6002354,6002309,"[0.25,0.5)  "
6002354,6002348,"[0.25,0.5)  "
6002354,6002830,"[0.25,0.5)  "
6002355,6002244,"[0.25,0.5)  "
6002356,6002241,"[0.25,0.5)  "
6002356,6003034,"[0.25,0.5)  "
6002358,6002244,"[0.25,0.5)  "
6002359,6002007,"[0.25,0.5)  "
6002359,6002100,"[0.25,0.5)  "
6002359,6002220,"[0.25,0.5)  "
6002359,6002438,"[0.25,0.5)  "
6002360,6002706,"[0.25,0.5)  "
6002360,6002242,"[0.25,0.5)  "
6002362,6002358,"[0.25,0.5)  "
6002362,6002359,"[0.25,0.5)  "
6002363,6002358,"[0.25,0.5)  "
6002363,6002359,"[0.25,0.5)  "
6002364,6002331,"[0.25,0.5)  "
6002364,6002337,"[0.25,0.5)  "
