ID1,Affinal_ID,Affinal_r
6002155,6002160,"[0.25,0.5)  "
6002712,6002019,"[0.25,0.5)  "
6002712,6002020,"[0.25,0.5)  "
6002712,6002021,"[0.25,0.5)  "
6002712,6002056,"[0.25,0.5)  "
6002712,6002156,"[0.25,0.5)  "
6002712,6002158,"[0.25,0.5)  "
6002712,6002374,"[0.25,0.5)  "
6002712,6002428,"[0.25,0.5)  "
6002712,6002429,"[0.25,0.5)  "
6002712,6002483,"[0.25,0.5)  "
6002712,6002492,"[0.25,0.5)  "
6002712,6002494,"[0.25,0.5)  "
6002157,6002556,"[0.25,0.5)  "
6002164,6002048,"[0.25,0.5)  "
6002164,6002826,"[0.25,0.5)  "
6002164,6002827,"[0.25,0.5)  "
6002738,6002048,"[0.25,0.5)  "
6002738,6002165,"[0.25,0.5)  "
6002167,6002310,"[0.25,0.5)  "
6002167,6002311,"[0.25,0.5)  "
6002167,6002349,"[0.25,0.5)  "
6002167,6002350,"[0.25,0.5)  "
6002167,6002353,"[0.25,0.5)  "
6002167,6002354,"[0.25,0.5)  "
6002167,6002969,"[0.25,0.5)  "
6002167,6002970,"[0.25,0.5)  "
6002177,6002295,"[0.25,0.5)  "
6002177,6002836,"[0.25,0.5)  "
6002177,6002837,"[0.25,0.5)  "
6002840,6002183,"[0.25,0.5)  "
6002189,6002061,"[0.25,0.5)  "
6002189,6002063,"[0.25,0.5)  "
6002189,6002123,"[0.25,0.5)  "
6002189,6002490,"[0.25,0.5)  "
6002189,6002844,"[0.25,0.5)  "
6002189,6002845,"[0.25,0.5)  "
6002748,6002061,"[0.25,0.5)  "
6002748,6002063,"[0.25,0.5)  "
6002748,6002123,"[0.25,0.5)  "
6002748,6002190,"[0.25,0.5)  "
6002192,6002504,"[0.25,0.5)  "
6002852,6002197,"[0.25,0.5)  "
6002852,6002198,"[0.25,0.5)  "
6002852,6002199,"[0.25,0.5)  "
6002852,6002200,"[0.25,0.5)  "
6002852,6002542,"[0.25,0.5)  "
6002208,6002145,"[0.25,0.5)  "
6002208,6002211,"[0.25,0.5)  "
6002208,6002212,"[0.25,0.5)  "
6002208,6002380,"[0.25,0.5)  "
6002208,6002381,"[0.25,0.5)  "
6002208,6002382,"[0.25,0.5)  "
6002208,6002460,"[0.25,0.5)  "
6002208,6002464,"[0.25,0.5)  "
6002208,6002813,"[0.25,0.5)  "
6002208,6002814,"[0.25,0.5)  "
6002208,6002861,"[0.25,0.5)  "
6002208,6002862,"[0.25,0.5)  "
6002207,6002209,"[0.25,0.5)  "
6002207,6002380,"[0.25,0.5)  "
6002207,6002381,"[0.25,0.5)  "
6002207,6002382,"[0.25,0.5)  "
6002207,6002460,"[0.25,0.5)  "
6002207,6002464,"[0.25,0.5)  "
6002210,6002230,"[0.25,0.5)  "
6002210,6002233,"[0.25,0.5)  "
6002210,6002408,"[0.25,0.5)  "
6002210,6002480,"[0.25,0.5)  "
6002867,6002216,"[0.25,0.5)  "
6002867,6002217,"[0.25,0.5)  "
6002706,6002005,"[0.25,0.5)  "
6002706,6002008,"[0.25,0.5)  "
6002706,6002221,"[0.25,0.5)  "
6002706,6002222,"[0.25,0.5)  "
6002706,6002439,"[0.25,0.5)  "
6002706,6002440,"[0.25,0.5)  "
6002220,6002152,"[0.25,0.5)  "
6002220,6002188,"[0.25,0.5)  "
6002220,6002492,"[0.25,0.5)  "
6002220,6002494,"[0.25,0.5)  "
6002220,6002844,"[0.25,0.5)  "
6002220,6002845,"[0.25,0.5)  "
6002725,6002031,"[0.25,0.5)  "
6002238,6002398,"[0.25,0.5)  "
6002238,6002399,"[0.25,0.5)  "
6002242,6002356,"[0.25,0.5)  "
6002242,6002442,"[0.25,0.5)  "
6002242,6002443,"[0.25,0.5)  "
6002244,6002176,"[0.25,0.5)  "
6002244,6002294,"[0.25,0.5)  "
6002244,6002392,"[0.25,0.5)  "
6002244,6002836,"[0.25,0.5)  "
6002244,6002837,"[0.25,0.5)  "
6002246,6002249,"[0.25,0.5)  "
6002246,6002250,"[0.25,0.5)  "
6002254,6002479,"[0.25,0.5)  "
6002254,6002901,"[0.25,0.5)  "
6002254,6002902,"[0.25,0.5)  "
6002254,6002903,"[0.25,0.5)  "
6002254,6002904,"[0.25,0.5)  "
6002253,6002230,"[0.25,0.5)  "
6002253,6002255,"[0.25,0.5)  "
6002253,6002256,"[0.25,0.5)  "
6002253,6002480,"[0.25,0.5)  "
6002264,6002455,"[0.25,0.5)  "
6002264,6002488,"[0.25,0.5)  "
6002264,6002910,"[0.25,0.5)  "
6002264,6002911,"[0.25,0.5)  "
6002267,6002270,"[0.25,0.5)  "
6002267,6002271,"[0.25,0.5)  "
6002267,6002552,"[0.25,0.5)  "
6002267,6002553,"[0.25,0.5)  "
6002267,6002554,"[0.25,0.5)  "
6002839,6002181,"[0.25,0.5)  "
6002839,6002182,"[0.25,0.5)  "
6002839,6002275,"[0.25,0.5)  "
6002839,6002276,"[0.25,0.5)  "
6002839,6002342,"[0.25,0.5)  "
6002839,6002369,"[0.25,0.5)  "
6002839,6002504,"[0.25,0.5)  "
6002274,6002054,"[0.25,0.5)  "
6002274,6002142,"[0.25,0.5)  "
6002274,6002810,"[0.25,0.5)  "
6002274,6002811,"[0.25,0.5)  "
6002918,6002280,"[0.25,0.5)  "
6002918,6002281,"[0.25,0.5)  "
6002929,6002394,"[0.25,0.5)  "
6002929,6002395,"[0.25,0.5)  "
6002302,6002306,"[0.25,0.5)  "
6002302,6002307,"[0.25,0.5)  "
6002304,6002510,"[0.25,0.5)  "
6002309,6002371,"[0.25,0.5)  "
6002309,6002372,"[0.25,0.5)  "
6002948,6002318,"[0.25,0.5)  "
6002948,6002319,"[0.25,0.5)  "
6002948,6002366,"[0.25,0.5)  "
6002948,6002367,"[0.25,0.5)  "
6002948,6002368,"[0.25,0.5)  "
6002948,6002547,"[0.25,0.5)  "
6002831,6002173,"[0.25,0.5)  "
6002831,6002174,"[0.25,0.5)  "
6002831,6002323,"[0.25,0.5)  "
6002325,6002132,"[0.25,0.5)  "
6002325,6002133,"[0.25,0.5)  "
6002325,6002405,"[0.25,0.5)  "
6002332,6002316,"[0.25,0.5)  "
6002332,6002338,"[0.25,0.5)  "
6002332,6002364,"[0.25,0.5)  "
6002332,6002510,"[0.25,0.5)  "
6002332,6002546,"[0.25,0.5)  "
6002337,6002171,"[0.25,0.5)  "
6002337,6002321,"[0.25,0.5)  "
6002337,6002532,"[0.25,0.5)  "
6002337,6002533,"[0.25,0.5)  "
6002966,6002344,"[0.25,0.5)  "
6002966,6002345,"[0.25,0.5)  "
6002966,6002371,"[0.25,0.5)  "
6002966,6002372,"[0.25,0.5)  "
6002830,6002168,"[0.25,0.5)  "
6002830,6002169,"[0.25,0.5)  "
6002830,6002310,"[0.25,0.5)  "
6002830,6002311,"[0.25,0.5)  "
6002830,6002349,"[0.25,0.5)  "
6002830,6002350,"[0.25,0.5)  "
6002830,6002353,"[0.25,0.5)  "
6002830,6002354,"[0.25,0.5)  "
6002359,6002006,"[0.25,0.5)  "
6002359,6002099,"[0.25,0.5)  "
6002359,6002219,"[0.25,0.5)  "
6002359,6002362,"[0.25,0.5)  "
6002359,6002363,"[0.25,0.5)  "
6002359,6002437,"[0.25,0.5)  "
6002365,6002128,"[0.25,0.5)  "
6002365,6002129,"[0.25,0.5)  "
6002365,6002795,"[0.25,0.5)  "
6002365,6002796,"[0.25,0.5)  "
6002370,6002310,"[0.25,0.5)  "
6002370,6002311,"[0.25,0.5)  "
6002374,6002017,"[0.25,0.5)  "
6002374,6002057,"[0.25,0.5)  "
6002374,6002058,"[0.25,0.5)  "
6002374,6002153,"[0.25,0.5)  "
6002374,6002427,"[0.25,0.5)  "
6002374,6002485,"[0.25,0.5)  "
6002374,6002489,"[0.25,0.5)  "
6002374,6002711,"[0.25,0.5)  "
6002374,6002712,"[0.25,0.5)  "
6002374,6003061,"[0.25,0.5)  "
6002374,6003062,"[0.25,0.5)  "
6002379,6002145,"[0.25,0.5)  "
6002379,6002209,"[0.25,0.5)  "
6002379,6002460,"[0.25,0.5)  "
6002379,6002464,"[0.25,0.5)  "
6002379,6002813,"[0.25,0.5)  "
6002379,6002814,"[0.25,0.5)  "
6002379,6002861,"[0.25,0.5)  "
6002379,6002862,"[0.25,0.5)  "
6002982,6002380,"[0.25,0.5)  "
6002982,6002381,"[0.25,0.5)  "
6002982,6002382,"[0.25,0.5)  "
6003022,6002436,"[0.25,0.5)  "
6002389,6002266,"[0.25,0.5)  "
6002389,6002473,"[0.25,0.5)  "
6002389,6002700,"[0.25,0.5)  "
6002389,6002701,"[0.25,0.5)  "
6002992,6002390,"[0.25,0.5)  "
6002992,6002391,"[0.25,0.5)  "
6003001,6002407,"[0.25,0.5)  "
6002410,6002211,"[0.25,0.5)  "
6002410,6002212,"[0.25,0.5)  "
6002410,6002230,"[0.25,0.5)  "
6002410,6002233,"[0.25,0.5)  "
6002410,6002480,"[0.25,0.5)  "
6002775,6002094,"[0.25,0.5)  "
6002775,6002095,"[0.25,0.5)  "
6002775,6002414,"[0.25,0.5)  "
6002775,6002415,"[0.25,0.5)  "
6002775,6002418,"[0.25,0.5)  "
6002775,6002419,"[0.25,0.5)  "
6002775,6002420,"[0.25,0.5)  "
6002422,6002434,"[0.25,0.5)  "
6002422,6002445,"[0.25,0.5)  "
6002422,6002446,"[0.25,0.5)  "
6002422,6002447,"[0.25,0.5)  "
6002427,6002019,"[0.25,0.5)  "
6002427,6002020,"[0.25,0.5)  "
6002427,6002021,"[0.25,0.5)  "
6002427,6002056,"[0.25,0.5)  "
6002427,6002156,"[0.25,0.5)  "
6002427,6002158,"[0.25,0.5)  "
6002427,6002374,"[0.25,0.5)  "
6002427,6002483,"[0.25,0.5)  "
6002427,6002492,"[0.25,0.5)  "
6002427,6002494,"[0.25,0.5)  "
6002438,6002111,"[0.25,0.5)  "
6002438,6002112,"[0.25,0.5)  "
6002438,6002272,"[0.25,0.5)  "
6002438,6002282,"[0.25,0.5)  "
6002438,6002283,"[0.25,0.5)  "
6002438,6002785,"[0.25,0.5)  "
6002438,6002786,"[0.25,0.5)  "
6002448,6002423,"[0.25,0.5)  "
6002448,6002424,"[0.25,0.5)  "
6002448,6002425,"[0.25,0.5)  "
6002448,6002434,"[0.25,0.5)  "
6002931,6002299,"[0.25,0.5)  "
6002931,6002300,"[0.25,0.5)  "
6002931,6002454,"[0.25,0.5)  "
6002931,6002460,"[0.25,0.5)  "
6002931,6002464,"[0.25,0.5)  "
6002463,6002145,"[0.25,0.5)  "
6002463,6002209,"[0.25,0.5)  "
6002463,6002380,"[0.25,0.5)  "
6002463,6002381,"[0.25,0.5)  "
6002463,6002382,"[0.25,0.5)  "
6002463,6002465,"[0.25,0.5)  "
6002463,6002466,"[0.25,0.5)  "
6002463,6002813,"[0.25,0.5)  "
6002463,6002814,"[0.25,0.5)  "
6002463,6002861,"[0.25,0.5)  "
6002463,6002862,"[0.25,0.5)  "
6003048,6002470,"[0.25,0.5)  "
6003048,6002471,"[0.25,0.5)  "
6003048,6002472,"[0.25,0.5)  "
6003048,6002524,"[0.25,0.5)  "
6003048,6002532,"[0.25,0.5)  "
6003048,6002533,"[0.25,0.5)  "
6003048,6002557,"[0.25,0.5)  "
6003048,6002558,"[0.25,0.5)  "
6002474,6002003,"[0.25,0.5)  "
6002474,6002004,"[0.25,0.5)  "
6002474,6002477,"[0.25,0.5)  "
6002474,6002478,"[0.25,0.5)  "
6002479,6002234,"[0.25,0.5)  "
6002479,6002235,"[0.25,0.5)  "
6002479,6002254,"[0.25,0.5)  "
6002479,6002313,"[0.25,0.5)  "
6002482,6002019,"[0.25,0.5)  "
6002482,6002020,"[0.25,0.5)  "
6002482,6002021,"[0.25,0.5)  "
6002482,6002057,"[0.25,0.5)  "
6002482,6002058,"[0.25,0.5)  "
6002482,6002156,"[0.25,0.5)  "
6002482,6002158,"[0.25,0.5)  "
6002482,6002375,"[0.25,0.5)  "
6002482,6002376,"[0.25,0.5)  "
6002482,6002428,"[0.25,0.5)  "
6002482,6002429,"[0.25,0.5)  "
6002482,6002485,"[0.25,0.5)  "
6002482,6002492,"[0.25,0.5)  "
6002482,6002494,"[0.25,0.5)  "
6002487,6002265,"[0.25,0.5)  "
6002491,6002152,"[0.25,0.5)  "
6002491,6002188,"[0.25,0.5)  "
6002491,6002221,"[0.25,0.5)  "
6002491,6002222,"[0.25,0.5)  "
6002491,6002495,"[0.25,0.5)  "
6002491,6002496,"[0.25,0.5)  "
6002491,6002844,"[0.25,0.5)  "
6002491,6002845,"[0.25,0.5)  "
6002817,6002152,"[0.25,0.5)  "
6002817,6002221,"[0.25,0.5)  "
6002817,6002222,"[0.25,0.5)  "
6002817,6002492,"[0.25,0.5)  "
6002817,6002494,"[0.25,0.5)  "
6003065,6002500,"[0.25,0.5)  "
6003065,6002501,"[0.25,0.5)  "
6002503,6002108,"[0.25,0.5)  "
6002503,6002181,"[0.25,0.5)  "
6002503,6002182,"[0.25,0.5)  "
6002503,6002275,"[0.25,0.5)  "
6002503,6002276,"[0.25,0.5)  "
6002503,6002282,"[0.25,0.5)  "
6002503,6002283,"[0.25,0.5)  "
6002503,6002342,"[0.25,0.5)  "
6002503,6002369,"[0.25,0.5)  "
6002503,6002785,"[0.25,0.5)  "
6002503,6002786,"[0.25,0.5)  "
6002511,6002513,"[0.25,0.5)  "
6002511,6002520,"[0.25,0.5)  "
6003072,6002512,"[0.25,0.5)  "
6002514,6002518,"[0.25,0.5)  "
6002514,6002519,"[0.25,0.5)  "
6002521,6002524,"[0.25,0.5)  "
6002523,6002470,"[0.25,0.5)  "
6002523,6002471,"[0.25,0.5)  "
6002523,6002472,"[0.25,0.5)  "
6002523,6002526,"[0.25,0.5)  "
6002523,6002532,"[0.25,0.5)  "
6002523,6002533,"[0.25,0.5)  "
6002523,6002557,"[0.25,0.5)  "
6002523,6002558,"[0.25,0.5)  "
6002523,6003049,"[0.25,0.5)  "
6002523,6003050,"[0.25,0.5)  "
6002528,6002534,"[0.25,0.5)  "
6002531,6002470,"[0.25,0.5)  "
6002531,6002471,"[0.25,0.5)  "
6002531,6002472,"[0.25,0.5)  "
6002531,6002524,"[0.25,0.5)  "
6002531,6002557,"[0.25,0.5)  "
6002531,6002558,"[0.25,0.5)  "
6002531,6003049,"[0.25,0.5)  "
6002531,6003050,"[0.25,0.5)  "
6002535,6002538,"[0.25,0.5)  "
6002535,6002539,"[0.25,0.5)  "
6002541,6002544,"[0.25,0.5)  "
6002541,6002545,"[0.25,0.5)  "
6003101,6002549,"[0.25,0.5)  "
6002556,6002157,"[0.25,0.5)  "
6002001,6002266,"[0.25,0.5)  "
6002001,6002388,"[0.25,0.5)  "
6002001,6002477,"[0.25,0.5)  "
6002001,6002478,"[0.25,0.5)  "
6002001,6002700,"[0.25,0.5)  "
6002001,6002701,"[0.25,0.5)  "
6002001,6003053,"[0.25,0.5)  "
6002001,6003054,"[0.25,0.5)  "
6002005,6002218,"[0.25,0.5)  "
6002005,6002219,"[0.25,0.5)  "
6002005,6002437,"[0.25,0.5)  "
6002005,6002706,"[0.25,0.5)  "
6002005,6002707,"[0.25,0.5)  "
6002005,6002708,"[0.25,0.5)  "
6002006,6002010,"[0.25,0.5)  "
6002006,6002011,"[0.25,0.5)  "
6002006,6002012,"[0.25,0.5)  "
6002006,6002099,"[0.25,0.5)  "
6002006,6002221,"[0.25,0.5)  "
6002006,6002222,"[0.25,0.5)  "
6002006,6002359,"[0.25,0.5)  "
6002006,6002439,"[0.25,0.5)  "
6002006,6002440,"[0.25,0.5)  "
6002006,6002870,"[0.25,0.5)  "
6002006,6002871,"[0.25,0.5)  "
6002017,6002056,"[0.25,0.5)  "
6002017,6002156,"[0.25,0.5)  "
6002017,6002158,"[0.25,0.5)  "
6002017,6002374,"[0.25,0.5)  "
6002017,6002428,"[0.25,0.5)  "
6002017,6002429,"[0.25,0.5)  "
6002017,6002483,"[0.25,0.5)  "
6002017,6002492,"[0.25,0.5)  "
6002017,6002494,"[0.25,0.5)  "
6002022,6002061,"[0.25,0.5)  "
6002022,6002063,"[0.25,0.5)  "
6002022,6002259,"[0.25,0.5)  "
6002022,6002260,"[0.25,0.5)  "
6002022,6002261,"[0.25,0.5)  "
6002029,6002148,"[0.25,0.5)  "
6002029,6002149,"[0.25,0.5)  "
6002029,6002203,"[0.25,0.5)  "
6002029,6002204,"[0.25,0.5)  "
6002029,6002206,"[0.25,0.5)  "
6002029,6002408,"[0.25,0.5)  "
6002029,6002813,"[0.25,0.5)  "
6002029,6002814,"[0.25,0.5)  "
6002032,6002015,"[0.25,0.5)  "
6002032,6002016,"[0.25,0.5)  "
6002032,6002079,"[0.25,0.5)  "
6002032,6002080,"[0.25,0.5)  "
6002032,6002726,"[0.25,0.5)  "
6002032,6002727,"[0.25,0.5)  "
6002032,6002763,"[0.25,0.5)  "
6002032,6002764,"[0.25,0.5)  "
6002033,6002015,"[0.25,0.5)  "
6002033,6002016,"[0.25,0.5)  "
6002033,6002035,"[0.25,0.5)  "
6002033,6002036,"[0.25,0.5)  "
6002033,6002037,"[0.25,0.5)  "
6002033,6002079,"[0.25,0.5)  "
6002033,6002080,"[0.25,0.5)  "
6002042,6002040,"[0.25,0.5)  "
6002042,6002041,"[0.25,0.5)  "
6002042,6002045,"[0.25,0.5)  "
6002042,6002046,"[0.25,0.5)  "
6002042,6002105,"[0.25,0.5)  "
6002042,6002107,"[0.25,0.5)  "
6002042,6002115,"[0.25,0.5)  "
6002047,6002165,"[0.25,0.5)  "
6002047,6002826,"[0.25,0.5)  "
6002047,6002827,"[0.25,0.5)  "
6002052,6002142,"[0.25,0.5)  "
6002052,6002275,"[0.25,0.5)  "
6002052,6002276,"[0.25,0.5)  "
6002052,6002810,"[0.25,0.5)  "
6002052,6002811,"[0.25,0.5)  "
6002059,6002065,"[0.25,0.5)  "
6002059,6002066,"[0.25,0.5)  "
6002059,6002067,"[0.25,0.5)  "
6002059,6002123,"[0.25,0.5)  "
6002059,6002190,"[0.25,0.5)  "
6002059,6002490,"[0.25,0.5)  "
6002059,6002844,"[0.25,0.5)  "
6002059,6002845,"[0.25,0.5)  "
6002061,6002022,"[0.25,0.5)  "
6002061,6002067,"[0.25,0.5)  "
6002061,6002122,"[0.25,0.5)  "
6002061,6002188,"[0.25,0.5)  "
6002061,6002189,"[0.25,0.5)  "
6002061,6002257,"[0.25,0.5)  "
6002061,6002715,"[0.25,0.5)  "
6002061,6002716,"[0.25,0.5)  "
6002061,6002748,"[0.25,0.5)  "
6002063,6002022,"[0.25,0.5)  "
6002063,6002065,"[0.25,0.5)  "
6002063,6002066,"[0.25,0.5)  "
6002063,6002122,"[0.25,0.5)  "
6002063,6002188,"[0.25,0.5)  "
6002063,6002189,"[0.25,0.5)  "
6002063,6002257,"[0.25,0.5)  "
6002063,6002715,"[0.25,0.5)  "
6002063,6002716,"[0.25,0.5)  "
6002063,6002748,"[0.25,0.5)  "
6002068,6002074,"[0.25,0.5)  "
6002068,6002075,"[0.25,0.5)  "
6002069,6002071,"[0.25,0.5)  "
6002069,6002072,"[0.25,0.5)  "
6002069,6002097,"[0.25,0.5)  "
6002069,6002098,"[0.25,0.5)  "
6002071,6002069,"[0.25,0.5)  "
6002071,6002075,"[0.25,0.5)  "
6002071,6002753,"[0.25,0.5)  "
6002071,6002754,"[0.25,0.5)  "
6002071,6002757,"[0.25,0.5)  "
6002072,6002069,"[0.25,0.5)  "
6002072,6002074,"[0.25,0.5)  "
6002072,6002753,"[0.25,0.5)  "
6002072,6002754,"[0.25,0.5)  "
6002072,6002757,"[0.25,0.5)  "
6002084,6002089,"[0.25,0.5)  "
6002084,6002090,"[0.25,0.5)  "
6002084,6002091,"[0.25,0.5)  "
6002086,6002767,"[0.25,0.5)  "
6002086,6002768,"[0.25,0.5)  "
6002086,6002769,"[0.25,0.5)  "
6002086,6002770,"[0.25,0.5)  "
6002096,6002070,"[0.25,0.5)  "
6002096,6002755,"[0.25,0.5)  "
6002096,6002756,"[0.25,0.5)  "
6002099,6002006,"[0.25,0.5)  "
6002099,6002219,"[0.25,0.5)  "
6002099,6002359,"[0.25,0.5)  "
6002099,6002437,"[0.25,0.5)  "
6002099,6002870,"[0.25,0.5)  "
6002099,6002871,"[0.25,0.5)  "
6002103,6002038,"[0.25,0.5)  "
6002103,6002043,"[0.25,0.5)  "
6002103,6002115,"[0.25,0.5)  "
6002105,6002042,"[0.25,0.5)  "
6002105,6002113,"[0.25,0.5)  "
6002105,6002734,"[0.25,0.5)  "
6002105,6002735,"[0.25,0.5)  "
6002105,6002781,"[0.25,0.5)  "
6002105,6002782,"[0.25,0.5)  "
6002108,6002111,"[0.25,0.5)  "
6002108,6002112,"[0.25,0.5)  "
6002108,6002180,"[0.25,0.5)  "
6002108,6002273,"[0.25,0.5)  "
6002108,6002285,"[0.25,0.5)  "
6002108,6002286,"[0.25,0.5)  "
6002108,6002341,"[0.25,0.5)  "
6002108,6002439,"[0.25,0.5)  "
6002108,6002440,"[0.25,0.5)  "
6002108,6002503,"[0.25,0.5)  "
6002109,6002272,"[0.25,0.5)  "
6002109,6002282,"[0.25,0.5)  "
6002109,6002283,"[0.25,0.5)  "
6002109,6002439,"[0.25,0.5)  "
6002109,6002440,"[0.25,0.5)  "
6002109,6002785,"[0.25,0.5)  "
6002109,6002786,"[0.25,0.5)  "
6002113,6002038,"[0.25,0.5)  "
6002113,6002043,"[0.25,0.5)  "
6002113,6002105,"[0.25,0.5)  "
6002113,6002107,"[0.25,0.5)  "
6002116,6002028,"[0.25,0.5)  "
6002116,6002119,"[0.25,0.5)  "
6002116,6002120,"[0.25,0.5)  "
6002116,6002186,"[0.25,0.5)  "
6002117,6002027,"[0.25,0.5)  "
6002117,6002186,"[0.25,0.5)  "
6002117,6002721,"[0.25,0.5)  "
6002117,6002722,"[0.25,0.5)  "
6002121,6002119,"[0.25,0.5)  "
6002121,6002120,"[0.25,0.5)  "
6002124,6002128,"[0.25,0.5)  "
6002124,6002129,"[0.25,0.5)  "
6002124,6002366,"[0.25,0.5)  "
6002124,6002367,"[0.25,0.5)  "
6002124,6002368,"[0.25,0.5)  "
6002126,6002366,"[0.25,0.5)  "
6002126,6002367,"[0.25,0.5)  "
6002126,6002368,"[0.25,0.5)  "
6002126,6002795,"[0.25,0.5)  "
6002126,6002796,"[0.25,0.5)  "
6002134,6002138,"[0.25,0.5)  "
6002134,6002289,"[0.25,0.5)  "
6002136,6002289,"[0.25,0.5)  "
6002136,6002804,"[0.25,0.5)  "
6002136,6002805,"[0.25,0.5)  "
6002136,6002806,"[0.25,0.5)  "
6002136,6002807,"[0.25,0.5)  "
6002139,6002054,"[0.25,0.5)  "
6002139,6002275,"[0.25,0.5)  "
6002139,6002276,"[0.25,0.5)  "
6002139,6002810,"[0.25,0.5)  "
6002139,6002811,"[0.25,0.5)  "
6002140,6002054,"[0.25,0.5)  "
6002140,6002142,"[0.25,0.5)  "
6002140,6002275,"[0.25,0.5)  "
6002140,6002276,"[0.25,0.5)  "
6002145,6002031,"[0.25,0.5)  "
6002145,6002148,"[0.25,0.5)  "
6002145,6002149,"[0.25,0.5)  "
6002145,6002203,"[0.25,0.5)  "
6002145,6002204,"[0.25,0.5)  "
6002145,6002208,"[0.25,0.5)  "
6002145,6002379,"[0.25,0.5)  "
6002145,6002408,"[0.25,0.5)  "
6002145,6002463,"[0.25,0.5)  "
6002146,6002031,"[0.25,0.5)  "
6002146,6002203,"[0.25,0.5)  "
6002146,6002204,"[0.25,0.5)  "
6002146,6002206,"[0.25,0.5)  "
6002146,6002408,"[0.25,0.5)  "
6002146,6002813,"[0.25,0.5)  "
6002146,6002814,"[0.25,0.5)  "
6002150,6002188,"[0.25,0.5)  "
6002150,6002221,"[0.25,0.5)  "
6002150,6002222,"[0.25,0.5)  "
6002150,6002492,"[0.25,0.5)  "
6002150,6002494,"[0.25,0.5)  "
6002150,6002844,"[0.25,0.5)  "
6002150,6002845,"[0.25,0.5)  "
6002153,6002019,"[0.25,0.5)  "
6002153,6002020,"[0.25,0.5)  "
6002153,6002021,"[0.25,0.5)  "
6002153,6002056,"[0.25,0.5)  "
6002153,6002159,"[0.25,0.5)  "
6002153,6002160,"[0.25,0.5)  "
6002153,6002374,"[0.25,0.5)  "
6002153,6002428,"[0.25,0.5)  "
6002153,6002429,"[0.25,0.5)  "
6002153,6002483,"[0.25,0.5)  "
6002153,6002492,"[0.25,0.5)  "
6002153,6002494,"[0.25,0.5)  "
6002156,6002017,"[0.25,0.5)  "
6002156,6002427,"[0.25,0.5)  "
6002156,6002482,"[0.25,0.5)  "
6002156,6002489,"[0.25,0.5)  "
6002156,6002711,"[0.25,0.5)  "
6002156,6002712,"[0.25,0.5)  "
6002156,6002822,"[0.25,0.5)  "
6002156,6002823,"[0.25,0.5)  "
6002163,6002048,"[0.25,0.5)  "
6002163,6002165,"[0.25,0.5)  "
6002171,6002323,"[0.25,0.5)  "
6002171,6002337,"[0.25,0.5)  "
6002171,6002530,"[0.25,0.5)  "
6002171,6002951,"[0.25,0.5)  "
6002171,6002952,"[0.25,0.5)  "
6002180,6002108,"[0.25,0.5)  "
6002180,6002183,"[0.25,0.5)  "
6002180,6002275,"[0.25,0.5)  "
6002180,6002276,"[0.25,0.5)  "
6002180,6002282,"[0.25,0.5)  "
6002180,6002283,"[0.25,0.5)  "
6002180,6002342,"[0.25,0.5)  "
6002180,6002369,"[0.25,0.5)  "
6002180,6002504,"[0.25,0.5)  "
6002180,6002785,"[0.25,0.5)  "
6002180,6002786,"[0.25,0.5)  "
6002181,6002272,"[0.25,0.5)  "
6002181,6002273,"[0.25,0.5)  "
6002181,6002341,"[0.25,0.5)  "
6002181,6002503,"[0.25,0.5)  "
6002181,6002839,"[0.25,0.5)  "
6002184,6002027,"[0.25,0.5)  "
6002184,6002119,"[0.25,0.5)  "
6002184,6002120,"[0.25,0.5)  "
6002184,6002721,"[0.25,0.5)  "
6002184,6002722,"[0.25,0.5)  "
6002188,6002061,"[0.25,0.5)  "
6002188,6002063,"[0.25,0.5)  "
6002188,6002123,"[0.25,0.5)  "
6002188,6002150,"[0.25,0.5)  "
6002188,6002190,"[0.25,0.5)  "
6002188,6002220,"[0.25,0.5)  "
6002188,6002491,"[0.25,0.5)  "
6002191,6002504,"[0.25,0.5)  "
6002193,6002542,"[0.25,0.5)  "
6002193,6002853,"[0.25,0.5)  "
6002193,6002854,"[0.25,0.5)  "
6002194,6002197,"[0.25,0.5)  "
6002194,6002198,"[0.25,0.5)  "
6002194,6002199,"[0.25,0.5)  "
6002194,6002200,"[0.25,0.5)  "
6002194,6002542,"[0.25,0.5)  "
6002201,6002031,"[0.25,0.5)  "
6002201,6002148,"[0.25,0.5)  "
6002201,6002149,"[0.25,0.5)  "
6002201,6002206,"[0.25,0.5)  "
6002201,6002408,"[0.25,0.5)  "
6002201,6002813,"[0.25,0.5)  "
6002201,6002814,"[0.25,0.5)  "
6002205,6002211,"[0.25,0.5)  "
6002205,6002212,"[0.25,0.5)  "
6002206,6002029,"[0.25,0.5)  "
6002206,6002146,"[0.25,0.5)  "
6002206,6002201,"[0.25,0.5)  "
6002206,6002209,"[0.25,0.5)  "
6002206,6002380,"[0.25,0.5)  "
6002206,6002381,"[0.25,0.5)  "
6002206,6002382,"[0.25,0.5)  "
6002206,6002409,"[0.25,0.5)  "
6002206,6002460,"[0.25,0.5)  "
6002206,6002464,"[0.25,0.5)  "
6002209,6002206,"[0.25,0.5)  "
6002209,6002207,"[0.25,0.5)  "
6002209,6002379,"[0.25,0.5)  "
6002209,6002463,"[0.25,0.5)  "
6002209,6002859,"[0.25,0.5)  "
6002209,6002860,"[0.25,0.5)  "
6002213,6002865,"[0.25,0.5)  "
